home_fps,total_qty_kg,num_cards,avg_per_card
5676,10.98658440618082,1,10.98658440618082
7817,10.978296774021016,1,10.978296774021016
29184,10.963293661824675,1,10.963293661824675
5360,10.95936510491454,1,10.95936510491454
1285,10.918016499302599,2,5.4590082496512995
8108,10.909198052925792,1,10.909198052925792
24499,10.89246667233168,1,10.89246667233168
17406,10.874655774753863,1,10.874655774753863
7433,10.861597826495371,1,10.861597826495371
257,10.85599059636018,1,10.85599059636018
5639,10.84054835498062,1,10.84054835498062
41163,10.81385707983983,1,10.81385707983983
12921,10.787399130319608,1,10.787399130319608
8766,10.779801014147017,1,10.779801014147017
17372,10.779754274584567,1,10.779754274584567
17051,10.75400228356652,1,10.75400228356652
51,10.752702656715693,1,10.752702656715693
5702,10.738669187642248,2,5.369334593821124
39257,10.736574358428925,1,10.736574358428925
25328,10.723812519073975,1,10.723812519073975
13496,10.717642689322448,1,10.717642689322448
12292,10.717642689322448,1,10.717642689322448
3879,10.71383526485246,1,10.71383526485246
13124,10.71383526485246,1,10.71383526485246
7561,10.71383526485246,1,10.71383526485246
2824,10.71383526485246,1,10.71383526485246
6227,10.71383526485246,1,10.71383526485246
39526,10.71383526485246,1,10.71383526485246
5888,10.71383526485246,2,5.35691763242623
19562,10.71383526485246,1,10.71383526485246
40508,10.71383526485246,1,10.71383526485246
2427,10.71383526485246,1,10.71383526485246
41613,10.71383526485246,1,10.71383526485246
4068,10.71383526485246,1,10.71383526485246
8096,10.71383526485246,2,5.35691763242623
26725,10.710487779107737,2,5.3552438895538685
17123,10.707375175581236,1,10.707375175581236
3052,10.707375175581236,1,10.707375175581236
16978,10.702066127352472,1,10.702066127352472
40214,10.69466007578874,1,10.69466007578874
41004,10.688443506474762,1,10.688443506474762
41047,10.688443506474762,1,10.688443506474762
41377,10.688443506474762,1,10.688443506474762
41608,10.684636082004774,1,10.684636082004774
26433,10.684636082004774,1,10.684636082004774
18984,10.684636082004774,1,10.684636082004774
20491,10.684636082004774,1,10.684636082004774
12008,10.684636082004774,1,10.684636082004774
41637,10.684636082004774,1,10.684636082004774
2406,10.684636082004774,1,10.684636082004774
23074,10.684636082004774,1,10.684636082004774
3913,10.684636082004774,1,10.684636082004774
724,10.684636082004774,1,10.684636082004774
6000,10.665460892941054,1,10.665460892941054
26578,10.659794787936832,1,10.659794787936832
2514,10.653556697687144,3,3.5511855658957145
27057,10.631309114627127,1,10.631309114627127
16234,10.630595605089146,1,10.630595605089146
3197,10.630595605089146,1,10.630595605089146
1264,10.630595605089146,1,10.630595605089146
19496,10.605417090496102,1,10.605417090496102
17896,10.585462567640596,1,10.585462567640596
20006,10.583809546511734,1,10.583809546511734
41615,10.571047707156788,1,10.571047707156788
41137,10.569795950041536,1,10.569795950041536
968,10.569795950041536,1,10.569795950041536
20541,10.569795950041536,1,10.569795950041536
10726,10.569795950041536,1,10.569795950041536
3895,10.562757204326148,2,5.281378602163074
13168,10.519086729569052,3,3.506362243189684
8,10.170925009156296,1,10.170925009156296
10753,10.146006221354233,1,10.146006221354233
7725,10.093945662479625,2,5.046972831239812
15238,10.071897737592664,2,5.035948868796332
17883,10.055441417808495,1,10.055441417808495
20505,10.049709975519868,3,3.349903325173289
14764,10.039139443832285,2,5.019569721916143
18865,10.037555024152926,2,5.018777512076463
14463,10.017930945376506,2,5.008965472688253
3114,10.000028318736566,2,5.000014159368283
13108,9.97621000201857,1,9.97621000201857
209,9.957309949085731,1,9.957309949085731
8274,9.95051445917381,2,4.975257229586905
5878,9.949799057722364,1,9.949799057722364
5447,9.927307088864321,2,4.963653544432161
41572,9.882061661322227,1,9.882061661322227
8166,9.875372127052415,1,9.875372127052415
27820,9.801269536042447,1,9.801269536042447
40693,9.74980935404208,1,9.74980935404208
27056,9.716273307439335,2,4.858136653719668
20593,9.693790959239696,1,9.693790959239696
41435,9.667032903847828,1,9.667032903847828
41580,9.648132850914989,1,9.648132850914989
7637,9.583636429185184,1,9.583636429185184
17090,9.583636429185184,1,9.583636429185184
41573,9.580086579650908,1,9.580086579650908
40319,9.567324740295962,1,9.567324740295962
14746,9.567324740295962,1,9.567324740295962
6478,9.564112652610763,1,9.564112652610763
3811,9.56118652671807,1,9.56118652671807
14516,9.56002815808172,1,9.56002815808172
10851,9.5206014608833,1,9.5206014608833
22642,9.495090351047796,1,9.495090351047796
73,9.401072993060529,2,4.7005364965302645
19607,9.264560188847458,3,3.088186729615819
10882,9.207735065780575,1,9.207735065780575
218,9.130361492069223,1,9.130361492069223
40100,9.043690212078562,1,9.043690212078562
27446,8.983472881952293,1,8.983472881952293
25410,8.963077279821597,2,4.481538639910799
25770,8.931044923072594,1,8.931044923072594
25044,8.927077559592488,1,8.927077559592488
2662,8.927077559592488,1,8.927077559592488
22862,8.917966972895444,1,8.917966972895444
27004,8.913037096198735,1,8.913037096198735
14627,8.905205133540498,1,8.905205133540498
308,8.905205133540498,1,8.905205133540498
40191,8.905205133540498,1,8.905205133540498
6766,8.901401266231863,1,8.901401266231863
12490,8.899066919962605,1,8.899066919962605
14335,8.899066919962605,1,8.899066919962605
20729,8.899035303788969,1,8.899035303788969
39918,8.899035303788969,1,8.899035303788969
220,8.883457377669647,1,8.883457377669647
17388,8.879891730898885,1,8.879891730898885
5608,8.877701496749868,1,8.877701496749868
25362,8.849427407546457,2,4.424713703773229
5754,8.848939427711748,1,8.848939427711748
20679,8.845978271725876,1,8.845978271725876
3217,8.836904844502058,1,8.836904844502058
10027,8.836177588356803,1,8.836177588356803
15141,8.830007758605273,1,8.830007758605273
17727,8.787050600010303,1,8.787050600010303
617,8.767133017863603,1,8.767133017863603
5523,8.760733939987373,1,8.760733939987373
5732,8.708228949470204,2,4.354114474735102
8343,8.680442455715601,1,8.680442455715601
27397,8.679656477098078,1,8.679656477098078
